2130741	Abashiri	44.021271	144.269714	JP
2113164	Abiko	35.866669	140.016663	JP
1865714	Ageo	35.969719	139.588608	JP
1865661	Aioi-shi	34.803612	134.468063	JP
2130705	Akabira	43.551392	142.053055	JP
1847966	Akashi	34.633331	134.983337	JP
1865449	Aki	33.500000	133.899994	JP
6822131	Akiruno-shi	35.728779	139.294144	JP
2113126	Akita	39.716671	140.116669	JP
2113719	Akita Shi	39.718060	140.103333	JP
1865412	Ako	34.750000	134.399994	JP
1865401	Akune	32.016670	130.199997	JP
1865387	Amagasaki	34.716671	135.416672	JP
1865375	Amagi	33.416672	130.649994	JP
2113115	Ami	36.033329	140.199997	JP
1865309	Anan	33.916672	134.649994	JP
1865294	Anjo	34.958279	137.080536	JP
1865290	Annaka	36.316669	138.899994	JP
2130658	Aomori-shi	40.824440	140.740005	JP
1865207	Arai	37.016670	138.250000	JP
2113077	Asahi	35.716671	140.649994	JP
6697514	Asahi	35.972591	136.124557	JP
2130629	Asahikawa	43.767780	142.370285	JP
1907299	Asaka	35.804722	139.601944	JP
2130612	Ashibetsu	43.509720	142.185562	JP
1865005	Ashikaga	36.333328	139.449997	JP
1864985	Ashiya	34.728069	135.302643	JP
1864945	Atami	35.089439	139.068604	JP
1847963	Atsugi	35.438889	139.359726	JP
1864873	Ayabe	35.299999	135.250000	JP
1864750	Beppu	33.273609	131.491943	JP
2130534	Bibai	43.324718	141.858612	JP
2127383	Bihoro	43.822781	144.104446	JP
1851170	Bungo-Takada-shi	33.556702	131.445053	JP
8198709	Buzen	33.611530	131.130020	JP
1864652	Chatan	26.309441	127.770279	JP
2113015	Chiba-shi	35.604721	140.123337	JP
1864637	Chichibu	35.990280	139.076385	JP
1864624	Chigasaki	35.326111	139.403885	JP
1864572	Chikushino-shi	33.496311	130.515594	JP
1864557	Chino	35.994400	138.154282	JP
1864549	Chiryu	35.000000	137.033325	JP
2130452	Chitose	42.819439	141.652222	JP
1864518	Chofu	35.655560	139.552216	JP
2112989	Daigo	36.766670	140.350006	JP
1864416	Daito	34.700001	135.616669	JP
2130421	Date	42.468060	140.868057	JP
2130404	Ebetsu	43.108059	141.550568	JP
2112963	Edosaki	35.950001	140.316666	JP
1864180	Enzan	35.700001	138.733337	JP
1864154	Fuchu	35.666672	139.483337	JP
1864155	Fuchu	34.566669	133.233337	JP
1864134	Fuji	35.166672	138.683334	JP
1864132	Fujieda	34.866669	138.266663	JP
7281819	Fujikawaguchiko	35.489330	138.688324	JP
1864105	Fujinomiya	35.216671	138.616669	JP
1864098	Fujioka	36.250000	139.649994	JP
1864099	Fujioka	36.250000	139.083328	JP
1864092	Fujisawa	35.341942	139.470001	JP
2112940	Fujishiro	35.916672	140.116669	JP
2130332	Fukagawa	43.708061	142.039169	JP
1864031	Fukaya	36.200001	139.283325	JP
1864025	Fukiage	36.099998	139.449997	JP
1864009	Fukuchiyama	35.299999	135.116669	JP
1863997	Fukue	32.688061	128.841934	JP
1863985	Fukui-shi	36.064430	136.222565	JP
1863978	Fukuma	33.766670	130.466675	JP
1863973	Fukumitsu	36.549999	136.866669	JP
1863967	Fukuoka-shi	33.606392	130.418060	JP
1863953	Fukura	34.250000	134.716675	JP
1863945	Fukuroi	34.750000	137.916672	JP
2112923	Fukushima-shi	37.750000	140.467773	JP
1863917	Fukuyama	34.483330	133.366669	JP
1863905	Funabashi	35.693062	139.983337	JP
2112913	Funaishikawa	36.466671	140.566666	JP
2112903	Funehiki	37.433331	140.583328	JP
2112899	Furukawa	38.571671	140.955566	JP
1907148	Fussa	35.736671	139.323608	JP
1863713	Futtsu	35.305279	139.818604	JP
1863693	Gamagori	34.833328	137.233337	JP
1863641	Gifu-shi	35.422909	136.760391	JP
1863627	Ginowan	26.262650	127.761467	JP
1863614	Gobo	33.883331	135.149994	JP
1863611	Godo	35.416672	136.600006	JP
1863592	Gojo	34.349998	135.699997	JP
1863541	Gose	34.450001	135.733337	JP
1863540	Gosen	37.733330	139.166672	JP
2131612	Goshogawara	40.804440	140.441391	JP
1863528	Gotemba	35.299999	138.933334	JP
1863521	Gotsu	35.000000	132.216675	JP
6822219	Gujo	35.736912	136.958527	JP
1863495	Gushikawa	26.354441	127.868607	JP
1863482	Gyoda	36.133331	139.449997	JP
2130203	Hachinohe	40.500000	141.500000	JP
1863440	Hachioji	35.655830	139.323883	JP
1863431	Hadano	35.371109	139.223618	JP
1863426	Haebaru	26.336941	127.871941	JP
1863418	Hagi	34.400002	131.416672	JP
1863398	Haibara	34.533329	135.949997	JP
2130188	Hakodate	41.775829	140.736664	JP
1863357	Hakone	35.183331	139.033325	JP
1863341	Hakui	36.883331	136.783325	JP
1863310	Hamada	34.883331	132.083328	JP
1863293	Hamakita	34.799999	137.783325	JP
1863289	Hamamatsu	34.700001	137.733337	JP
1863279	Hamanoichi	31.716669	130.733337	JP
2112823	Hanamaki	39.383331	141.116669	JP
1863209	Handa	34.883331	136.933334	JP
1863183	Hanno	35.851940	139.318054	JP
1863173	Hanyu	36.166672	139.533325	JP
2112802	Hasaki	35.733330	140.833328	JP
1863082	Hashimoto	34.316669	135.616669	JP
1907123	Hasuda	35.975559	139.650833	JP
1863023	Hatogaya	35.834171	139.736389	JP
1863018	Hatsukaichi	34.349998	132.333328	JP
1862992	Hayama	35.266670	139.583328	JP
1862944	Heda	34.966671	138.766663	JP
1862912	Hekinan	34.883331	136.983337	JP
7279570	Higashimurayama-shi	35.754589	139.468521	JP
2112758	Higashine	38.438889	140.400558	JP
1862689	Hiji	33.366669	131.533325	JP
1896348	Hikari	33.955002	131.949997	JP
1862636	Hikone	35.250000	136.250000	JP
1862627	Himeji	34.816669	134.699997	JP
1862612	Himi	36.849998	136.983337	JP
1862599	Hino	35.673061	139.400284	JP
1862601	Hino	35.000000	136.250000	JP
1862555	Hirado	33.359718	129.553055	JP
1862540	Hirakata	34.813519	135.649139	JP
1862505	Hirara	24.799999	125.283333	JP
1862471	Hirata	35.433331	132.816666	JP
1862462	Hiratsuka	35.323059	139.342224	JP
2130057	Hirosaki	40.593060	140.472504	JP
1862415	Hiroshima-shi	34.396271	132.459366	JP
1862389	Hisai	34.666672	136.466675	JP
1862373	Hita	33.316669	130.933334	JP
2112708	Hitachi	36.599998	140.649994	JP
6822096	Hitachi-Naka	36.396591	140.534790	JP
1862352	Hitoyoshi	32.216671	130.750000	JP
2112692	Hobara	37.816669	140.550003	JP
1862302	Hofu	34.049999	131.566666	JP
1926142	Hojo	33.976608	132.777664	JP
1862230	Hondo	32.450001	130.199997	JP
1862198	Honjo	36.233330	139.183334	JP
1862098	Hotaka	36.339600	137.882538	JP
1862034	Ibara	34.599998	133.466675	JP
1862033	Ibaraki	34.816410	135.568283	JP
1862010	Ibusuki	31.233330	130.649994	JP
2112664	Ichihara	35.516670	140.083328	JP
1861968	Ichikawa	35.719719	139.924713	JP
2129961	Ichinohe	40.206940	141.301666	JP
1861949	Ichinomiya	35.299999	136.800003	JP
2112656	Ichinoseki	38.916672	141.133331	JP
1861901	Iga	34.768551	136.130127	JP
1861864	Iida	35.519650	137.820740	JP
1861838	Iiyama	36.849998	138.366669	JP
1861835	Iizuka	33.633331	130.683334	JP
1861825	Ijuin	31.616671	130.399994	JP
1861795	Ikeda	34.822079	135.429794	JP
1861799	Ikeda	34.016670	133.800003	JP
1861749	Ikoma	34.683331	135.699997	JP
1861699	Imaichi	36.716671	139.683334	JP
1861677	Imari	33.266670	129.883331	JP
1861641	Ina	35.827560	137.953781	JP
